,Data.ID,Location,Level,Nation.code,State.code,County.code,Crop,Qualifier,Crop.name.in.original.data,Plant.start,Plant.start.date,Plant.end,Plant.end.date,Plant.median,Plant.range,Harvest.start,Harvest.start.date,Harvest.end,Harvest.end.date,Harvest.median,Harvest.range,Source,Notes,X,full.crop.name,location.code,tot.days,lat.avg,lon.avg,harvested.area,tmin.day.avg,temp.average,precip.average,temp.min,precip.min,temp.max,precip.max,temp.min.month,precip.min.month,temp.max.month,precip.max.month,temp.at.planting,precip.at.planting,sunfrac.at.planting,daylength.at.planting,dsw.at.planting,precip.over.pet.min,precip.over.pet.min.day,precip.over.pet.max,precip.over.pet.max.day,precip.over.pet.at.planting,apr.to.sept.temp.anomaly,apr.to.sept.precip.frac,gdd.base.0.between.plant.and.harvest,gdd.base.4.between.plant.and.harvest,gdd.base.5.between.plant.and.harvest,gdd.base.8.between.plant.and.harvest,gdd.base.10.between.plant.and.harvest,gdd.base.0,gdd.base.4,gdd.base.5,gdd.base.8,gdd.base.10,gdd.base.0.from.plant.until.cold,gdd.base.4.from.plant.until.cold,gdd.base.5.from.plant.until.cold,gdd.base.8.from.plant.until.cold,gdd.base.10.from.plant.until.cold,ndays.growing.season.below.0,ndays.growing.season.below.5,ndays.growing.season.below.10,ndays.growing.season.below.12,ndays.growing.season.below.15,ndays.growing.season.below.17,ndays.below.0,ndays.below.5,ndays.below.10,ndays.below.12,ndays.below.15,ndays.below.17,LGP,LGP.T,LGP.P,LGP.tmin5.tmax100,LGP.T.tmin5.tmax100,LGP.P.tmin5.tmax100,temp.growing.season,precip.growing.season,ndays.since.snowfrac_0.5,ndays.since.snowfrac_0.1,ndays.since.snowfrac_0.05,ndays.since.snowfrac_0,climate.category,misclassified,climate.category.string
317,368,Lithuania,N,15,NA,NA,Multiple,Spring,Spring Coarse Grains,91,4/1,181,6/30,136,91,213,8/1,273,9/30,243,61,GIEWS,Not sure what crops to apply this to,NA,Multiple.Spring,15,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
318,369,Lithuania,N,15,NA,NA,Barley,,Spring Barley,91,4/1,151,5/31,121,61,218,8/6,278,10/5,248,61,GIEWS,,NA,Barley,15,127,55.44243283,23.70393465,3955.543332,-29.43853519,6.163395035,54.9280349,-5.459605346,28.60669029,16.80584427,79.91779821,1,2,7,7,9.094635115,46.77649265,0.4628287391,16.76001629,193.7777026,0.4733713858,136,22.57341545,354,0.5357632395,6.895773288,1.159688149,1882.83457,1374.83457,1247.83457,866.8345703,614.8265682,2652.856847,1726.660112,1521.588416,969.4290639,656.1224872,2452.971178,1663.266748,1480.495795,966.5019222,0,0,0,4,14,52,127,111,165,219,241,290,365,112,145,332,166,199,332,14.82546906,68.57437365,46,18,12,-3,1,FALSE,1
319,370,Macedonia,N,57,NA,NA,Wheat,Winter,Wheat,289,10/16,349,12/15,319,61,152,6/1,212,7/31,182,61,GIEWS,,NA,Wheat.Winter,57,228,41.68227199,21.73737837,1110.068518,-24.84424588,10.16031569,53.79016896,-0.715236455,40.40690346,19.95601293,72.57509812,1,8,7,11,5.74179588,72.57509812,0.3898418635,10.83950131,81.69445281,0.2641513216,214,3.692829959,350,2.443764523,6.148243958,0.953543155,1596.070526,954.7765917,834.1210455,537.7154892,375.0016177,3732.902963,2543.609029,2285.953483,1592.651943,1192.045636,114.6550841,9.952243831,1.806601125,0,0,22,115,153,166,188,206,22,115,177,201,240,271,139,265,239,124,250,239,6.965911055,56.70628504,254,-146,-152,-160,1,TRUE,1X
320,371,Macedonia,N,57,NA,NA,Rice,,Rice,111,4/21,151,5/31,131,41,213,8/1,243,8/31,228,31,GIEWS,,NA,Rice,57,97,41.68176466,21.73392079,34.22891265,-24.84251388,10.15670186,53.85169004,-0.7166343396,40.41807184,19.95147754,72.70100068,1,8,7,11,13.59731816,66.70050399,0.5025462888,15.43957082,229.8008134,0.2642186321,214,3.700171643,350,0.5466449759,6.147251096,0.9528733061,1750.74889,1362.74889,1265.74889,974.7488901,780.7488901,3731.61616,2542.495538,2284.886431,1591.712504,1191.19957,3092.988018,2236.346464,2040.212961,1488.553995,1148.696018,0,0,0,0,11,29,22,115,177,202,240,271,38,164,239,124,250,239,18.04895763,53.13649304,66,32,26,18,1,FALSE,1
321,372,Macedonia,N,57,NA,NA,Maize,,Maize,107,4/17,166,6/15,136.5,60,228,8/16,304,10/31,266,77,GIEWS,,NA,Maize,57,129.5,41.68166744,21.728926,342.9380389,-24.84122185,10.14488798,53.97701026,-0.7230793978,40.47084943,19.93694571,72.92634875,1,8,7,11,14.37866363,68.85780711,0.5118438501,15.64600275,236.2182752,0.2645995028,214,3.713841587,350,0.5381390056,6.144748527,0.9519505342,2351.191324,1831.191324,1701.191324,1311.191324,1051.191324,3727.449317,2538.996474,2281.536165,1588.786723,1188.568972,3013.131766,2178.744642,1988.143284,1453.164962,1124.411708,0,0,0,0,6,37,22,115,177,202,240,271,64,188,241,126,250,241,18.08608711,49.3962664,71,37,32,23,1,FALSE,1
322,374,Macedonia,N,57,NA,NA,Sunflower,,Sunflower,112,4/22,151,5/31,131.5,40,257,9/14,304,10/31,280.5,48,GIEWS,,NA,Sunflower,57,149,41.68010833,21.735826,89.85254243,-24.83978328,10.17877298,53.70679121,-0.7023858709,40.30032086,19.97827949,72.49923744,1,8,7,11,13.6989159,66.84104876,0.5037187195,15.45887583,230.4816605,0.2633189358,214,3.686811366,350,0.5447615903,6.151051617,0.9531158319,2620.928433,2024.928433,1875.928433,1428.928433,1130.928433,3739.353935,2548.903674,2290.999907,1597.021148,1195.95502,3091.452337,2236.278253,2040.511344,1490.090543,1151.014845,0,0,0,0,24,55,22,114,176,201,240,271,62,188,239,124,250,239,17.59012371,49.78469722,66,32,27,18,1,FALSE,1
323,375,Macedonia,N,57,NA,NA,Pulses,,Beans,107,4/17,176,6/25,141.5,70,197,7/16,243,8/31,220,47,GIEWS,,NA,Pulses,57,78.5,41.6817801,21.73375326,135.7682559,-24.84250615,10.1561116,53.85696586,-0.7169807397,40.42092029,19.95075531,72.70983819,1,8,7,11,14.94678132,66.84233146,0.5224092964,15.81674561,242.1013869,0.2642397428,214,3.700720118,350,0.5026441888,6.147135723,0.9528435117,1451.166525,1135.166525,1056.166525,819.1665245,661.1665245,3731.408489,2542.321887,2284.720836,1591.568212,1191.069895,2942.426777,2127.80037,1942.147439,1422.028203,1103.168338,0,0,0,0,0,19,22,115,177,202,240,271,62,188,239,124,250,239,18.36919651,52.32236014,76,42,37,28,1,FALSE,1
324,376,Macedonia,N,57,NA,NA,Sugarbeets,,Sugarbeet,121,5/1,181,6/30,151,61,258,9/15,304,10/31,281,47,GIEWS,,NA,Sugarbeets,57,130,41.67974521,21.73038554,16.91590649,-24.83788633,10.16857295,53.82854529,-0.7076151768,40.34297996,19.96568009,72.72710288,1,8,7,11,16.014371,63.05363758,0.5421803346,16.08578569,251.9458818,0.2636184717,214,3.700452122,350,0.4443965553,6.148758026,0.952090548,2334.534265,1814.534265,1684.534265,1294.534265,1034.534265,3735.749188,2545.845053,2288.071494,1594.460823,1193.659492,2798.12042,2021.152851,1844.963086,1353.131458,1053.154486,0,0,0,0,14,36,22,114,177,201,240,271,62,188,239,124,250,239,17.95795588,47.34709823,86,52,46,38,1,FALSE,1
325,377,Macedonia,N,57,NA,NA,Other,Winter vegetables,Winter vegetables,289,10/16,339,12/5,314,51,44,2/13,105,4/15,74.5,62,GIEWS,"Cabbage, cauliflower, spinach, onion, garlic",NA,Other.Winter vegetables,57,125.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
326,378,Macedonia,N,57,NA,NA,Other,Spring field vegetables,Spring vegetables (field planting),107,4/17,167,6/16,137,61,167,6/16,243,8/31,205,77,GIEWS,"Fruits, tomato",NA,Other.Spring field vegetables,57,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
327,379,Macedonia,N,57,NA,NA,Other,Spring greenhouses vegetables,Spring vegetables (greenhouse planting),45,2/14,76,3/17,60.5,32,76,3/17,243,8/31,159.5,168,GIEWS,,NA,Other.Spring greenhouses vegetables,57,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
328,380,Macedonia,N,57,NA,NA,Multiple,Forage,Forage,305,11/1,120,4/30,30,181,141,5/21,304,10/31,222.5,164,GIEWS,,NA,Multiple.Forage,57,192.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
329,381,Madagascar,N,208,NA,NA,Wheat,Winter,Wheat,121,5/1,151,5/31,136,31,305,11/1,334,11/30,319.5,30,GIEWS,,NA,Wheat.Winter,208,183.5,-18.70179057,47.38443933,37.80123772,8.085551026,22.58864992,140.3984525,19.62818727,41.80851827,24.76585351,318.4969264,7,9,2,1,21.87837655,73.41441853,0.6944808584,11.99465278,189.5279502,0.2748929241,258,1.829493011,16,0.6316435323,-1.519461909,0.509410214,3872.110108,3136.110108,2952.110108,2400.110108,2032.110108,8240.269715,6780.269715,6415.269715,5320.269715,4590.269715,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,293,365,293,293,365,293,21.04407667,68.18933889,NA,NA,NA,NA,4,TRUE,4X
330,382,Madagascar,N,208,NA,NA,Rice,,Rice,305,11/1,16,1/16,343,77,91,4/1,181,6/30,136,91,GIEWS,,NA,Rice,208,158,-18.26473023,47.75423238,10504.99226,7.650784471,22.09406299,156.9593262,19.15163639,47.69212043,24.30513715,339.455933,7,9,2,1,23.80635243,240.4111781,0.5499341598,13.99707599,256.7626127,0.3203461838,258,1.997391579,16,1.392636675,-1.511926532,0.5378001799,3739.168321,3107.168321,2949.168321,2475.168321,2159.168321,8059.72436,6599.72436,6234.72436,5139.72436,4409.72436,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,308,365,308,308,365,308,23.66562228,241.06117,NA,NA,NA,NA,4,FALSE,4
331,383,Madagascar,N,208,NA,NA,Maize,,Maize,305,11/1,365,12/31,335,61,75,3/16,120,4/30,97.5,46,GIEWS,,NA,Maize,208,127.5,-19.50455918,46.9852329,1239.517282,5.668473823,21.11507068,129.5764809,17.92658634,36.44237673,23.54207564,292.3751677,7,9,2,1,22.77609607,191.8480664,0.577997919,14.02110916,264.0951138,0.2498242308,258,1.709800622,16,1.10119514,-1.67919764,0.4559854306,2971.089078,2459.089078,2331.089078,1947.089078,1691.089078,7701.986708,6241.986708,5876.986708,4781.986708,4051.986708,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,283,365,283,283,365,283,23.21163343,237.7583233,NA,NA,NA,NA,4,FALSE,4
332,384,Madagascar,N,208,NA,NA,Sorghum,,Sorghum,335,12/1,365,12/31,350,31,121,5/1,151,5/31,136,31,GIEWS,,NA,Sorghum,208,151,-18.70179057,47.38443933,19.90030774,8.085551024,22.58864992,140.3984524,19.62818727,41.80851822,24.76585351,318.4969263,7,9,2,1,24.4482167,244.8217298,0.5478426966,14.05747761,257.5303779,0.2748929237,258,1.829493011,16,1.398561767,-1.519461909,0.5094102136,3645.52081,3041.52081,2890.52081,2437.52081,2135.52081,8240.269715,6780.269715,6415.269715,5320.269715,4590.269715,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,293,365,293,293,365,293,24.14252192,217.5506047,NA,NA,NA,NA,4,FALSE,4
333,385,Madagascar,N,208,NA,NA,Potatoes,,Potatoes,253,9/10,323,11/19,288,71,40,2/9,140,5/20,90,101,GIEWS,,NA,Potatoes,208,167,-19.50360965,47.2339496,215.256536,0.1546017428,17.48773575,117.2124553,13.82851879,14.85559726,20.18495099,292.0988151,7,6,2,12,17.8304514,68.6971233,0.6397778891,13.27131998,256.066802,0.1521230367,258,1.959750295,350,0.4514343122,-1.954276083,0.2379804596,3266.318566,2598.318566,2431.318566,1930.318566,1596.318566,6377.501463,4917.501463,4552.501463,3457.501463,2727.501463,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,86,149,179,365,179,179,365,179,19.55879381,215.4256488,NA,NA,NA,NA,4,FALSE,4
334,386,Madagascar,N,208,NA,NA,Sweet.Potatoes,,Sweet Potatoes,40,2/9,136,5/16,88,97,136,5/16,354,12/20,245,219,GIEWS,,NA,Sweet.Potatoes,208,157,-21.69315072,46.66157809,666.5410697,5.298323095,21.03048484,123.0719021,17.60074608,43.72706384,23.87087775,241.3431178,7,9,2,1,22.72364448,149.55689,0.6013753225,12.67774695,217.421471,0.3121110923,258,1.358375159,16,1.065290086,-1.849941321,0.5627284073,3020.619497,2392.619497,2235.619497,1764.619497,1450.619497,7670.424806,6210.424806,5845.424806,4750.424806,4020.424806,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,304,365,304,304,365,304,19.23961463,76.45956853,NA,NA,NA,NA,4,TRUE,4X
335,387,Malawi,N,200,NA,NA,Wheat,,Wheat,32,2/1,81,3/22,56.5,50,192,7/11,243,8/31,217.5,52,GIEWS,,NA,Wheat,200,161,-13.49430113,34.22218101,17.2536466,3.498060515,21.3385734,90.34190254,17.35783588,4.274041401,24.16817106,237.7902882,7,9,11,1,22.67282342,204.748389,0.4797385362,13.11954653,224.2304269,0.02522557586,258,1.627032148,16,1.381317729,-1.903177676,0.2564341987,3188.670673,2544.670673,2383.670673,1900.670673,1578.670673,7785.082301,6325.082301,5960.082301,4865.082301,4135.082301,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,157,365,157,157,365,157,19.80540791,64.67785683,NA,NA,NA,NA,4,TRUE,4X
336,388,Malawi,N,200,NA,NA,Rice,,Rice,314,11/10,365,12/31,339.5,52,121,5/1,192,7/11,156.5,72,GIEWS,,NA,Rice,200,182,-13.33797927,34.38927677,284.4100563,5.141666121,22.01362947,104.7136032,18.1543906,5.768365266,24.81954606,251.6386331,7,9,11,1,24.26550683,178.9829473,0.5288011965,13.64974085,243.6699254,0.03364141196,258,1.689557137,16,1.084447539,-1.862628695,0.3313043771,4114.042672,3386.042672,3204.042672,2658.042672,2294.042672,8031.541131,6571.541131,6206.541131,5111.541131,4381.541131,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,170,365,170,170,365,170,22.60463007,176.0748676,NA,NA,NA,NA,4,FALSE,4
337,389,Malawi,N,200,NA,NA,Maize,,Maize,257,9/14,319,11/15,288,63,106,4/16,167,6/16,136.5,62,GIEWS,,NA,Maize,200,213.5,-13.81691097,34.30898657,6762.628291,3.567095584,21.32435714,95.01942926,17.32369805,5.691569627,24.15552593,244.2896873,7,9,11,1,23.69382467,22.15023557,0.7455478398,13.11945262,281.4001954,0.03386002673,258,1.653673039,16,0.1185511018,-1.923921299,0.2796981003,4856.672213,4000.672213,3786.672213,3144.672213,2716.672213,7779.821599,6319.821599,5954.821599,4859.821599,4129.821599,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,162,365,162,162,365,162,22.69472997,152.2304397,NA,NA,NA,NA,4,FALSE,4
338,390,Malawi,N,200,NA,NA,Sorghum,,Sorghum,335,12/1,365,12/31,350,31,152,6/1,181,6/30,166.5,30,GIEWS,,NA,Sorghum,200,181.5,-15.32730017,34.90923272,235.1655505,5.51264722,22.21555629,100.8716732,18.04653796,9.61941069,25.06460491,249.919181,7,9,11,1,24.36963779,226.9150385,0.4768359327,13.82132621,235.0072869,0.05800875994,258,1.56724766,16,1.418515151,-2.026011427,0.2983259948,4100.265629,3372.265629,3190.265629,2644.265629,2280.265629,8104.798085,6644.798085,6279.798085,5184.798085,4454.798085,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,165,365,165,165,365,165,22.52893203,150.0298533,NA,NA,NA,NA,4,FALSE,4
339,391,Malaysia (Sabah prov.),S,167,1464,NA,Rice,,Rice,161,6/10,263,9/20,212,103,344,12/10,109,4/19,44,131,GIEWS,,NA,Rice,1464,197,5.396678,117.3786089,3474.993501,16.1782542,25.62476175,204.774511,24.93400496,145.1028665,26.32549309,274.5246829,1,4,5,1,25.73609625,186.0108685,0.5333920066,13.08570554,219.3200335,0.8446513952,105,2.110169286,15,1.236323596,0.3003246709,0.9056193433,5011.482688,4223.482688,4026.482688,3435.482688,3041.482688,9353.812803,7893.812803,7528.812803,6433.812803,5703.812803,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365,25.43899842,226.2040669,365,365,365,365,4,FALSE,4
340,392,Malaysia (Sarawak prov.),S,167,1465,NA,Rice,,Rice,223,8/11,263,9/20,243,41,11,1/11,141,5/21,76,131,GIEWS,,NA,Rice,1465,198,2.29786075,112.6210416,318.8976884,16.51153117,25.85609856,289.6599609,25.24196653,198.18324,26.40662301,413.5299594,1,7,5,1,25.90633131,253.7518666,0.4748343763,12.85620257,210.327372,1.391709761,196,3.351555636,15,1.739817484,0.2348204078,0.8300917959,5078.240789,4286.240789,4088.240789,3494.240789,3098.240789,9438.025045,7978.025045,7613.025045,6518.025045,5788.025045,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,365,365,365,365,365,365,25.64768075,331.5486254,365,365,365,365,4,FALSE,4
341,393,Mali,N,98,NA,NA,Millet,,Millet,121,5/1,212,7/31,166.5,92,244,9/1,334,11/30,289,91,GIEWS,,NA,Millet,98,122.5,13.90958985,-5.522359619,8821.734111,8.134675961,28.48018838,50.24284354,23.7650285,0.3285598826,33.13904401,192.9011464,1,2,5,8,31.16445676,75.39323523,0.6250231725,13.7275159,251.3122166,0.001919380856,45,1.110384292,227,0.405795245,1.678961134,1.881301599,3515.500811,3023.500811,2900.500811,2531.500811,2285.500811,10207.48789,8747.487893,8382.487893,7287.487893,6557.487893,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,93,365,93,93,365,93,28.64642847,126.0749026,365,365,365,365,3,FALSE,3
342,394,Mali,N,98,NA,NA,Maize,,Maize,121,5/1,212,7/31,166.5,92,244,9/1,334,11/30,289,91,GIEWS,,NA,Maize,98,122.5,12.16060269,-7.182563786,1646.410819,9.222136855,27.52171984,79.75149007,24.24564456,0.9023316041,31.32892274,266.7698775,12,1,4,8,28.68533638,126.7579929,0.6156761069,13.61238288,246.0172578,0.006117966217,16,1.692668316,227,0.7211339699,0.8931437061,1.826345281,3310.960196,2818.960196,2695.960196,2326.960196,2080.960196,9984.939551,8524.939551,8159.939551,7064.939551,6334.939551,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,134,365,134,134,365,134,26.91837558,186.790206,365,365,365,365,3,FALSE,3
343,395,Mali,N,98,NA,NA,Sorghum,,Sorghum,121,5/1,212,7/31,166.5,92,244,9/1,334,11/30,289,91,GIEWS,,NA,Sorghum,98,122.5,13.32102997,-7.016966532,5252.093703,8.469001576,28.07824557,62.67845689,24.01138861,0.5997584809,32.37584623,225.8850321,1,1,5,8,30.25972187,96.39362262,0.6220994207,13.68845013,249.5952658,0.003599274345,45,1.353543241,227,0.5287458009,1.386023675,1.855018033,3433.570829,2941.570829,2818.570829,2449.570829,2203.570829,10117.22143,8657.221427,8292.221427,7197.221427,6467.221427,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,110,365,110,110,365,110,27.91857153,153.242761,365,365,365,365,3,FALSE,3
344,396,Mali,N,98,NA,NA,Rice,,Rice (rainfed),152,6/1,212,7/31,182,61,319,11/15,31,1/31,357.5,78,GIEWS,http://www.fao.org/Ag/agp/agpc/doc/riceinfo/AFRICA/Mali.HTM makes it seem that this is the main rice season,NA,Rice,98,175.5,14.16056927,-4.740231611,2889.562408,7.866454401,28.56038084,46.47831476,23.51131311,0.3945249867,33.24842592,179.2227174,1,2,5,8,30.27941725,106.4326643,0.6070473663,13.73287425,247.3351955,0.002310625771,45,1.020115928,227,0.5885149063,1.891853194,1.87808019,4908.69581,4204.69581,4028.69581,3500.69581,3148.69581,10227.46931,8767.46931,8402.46931,7307.46931,6577.46931,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,86,365,86,86,365,86,27.8930401,75.99891166,365,365,365,365,3,FALSE,3
345,397,Mali,N,98,NA,NA,Rice,irrigated,Rice (irrigated),274,10/1,365,12/31,319.5,92,60,3/1,120,4/30,90,61,GIEWS,,NA,Rice.irrigated,98,135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
346,398,Mauritania,N,90,NA,NA,Millet,,Millet,182,7/1,243,8/31,212.5,62,274,10/1,334,11/30,304,61,GIEWS,,NA,Millet,90,91.5,15.96906955,-10.4944874,124.5154948,8.563688289,29.43001513,27.87148939,23.23943622,0.159215466,34.58823879,121.1285712,1,3,5,8,30.58643778,103.882515,0.6386511006,13.59996935,256.4149846,0.0008731491601,74,0.6466504981,227,0.5511135087,2.641158825,1.877972946,2757.641905,2389.641905,2297.641905,2021.641905,1837.641905,10353.4045,8893.404495,8528.404495,7433.404495,6703.404495,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,41,365,41,41,365,41,30.43173706,68.07242764,365,365,365,365,3,FALSE,3
347,399,Mauritania,N,90,NA,NA,Maize,,Maize,182,7/1,243,8/31,212.5,62,274,10/1,334,11/30,304,61,GIEWS,,NA,Maize,90,91.5,15.84777952,-11.4995954,98.1097953,8.603652882,29.43501284,29.81133516,23.47610975,0.1353738915,34.51050347,126.8678848,1,3,5,8,30.4483174,107.4936806,0.6378514951,13.59358865,256.1112509,0.0007537877062,74,0.6819539935,228,0.5719832545,2.50578416,1.873204823,2756.420111,2388.420111,2296.420111,2020.420111,1836.420111,10380.48022,8920.480216,8555.480216,7460.480216,6730.480216,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,50,365,50,50,365,50,30.27834011,74.12707336,365,365,365,365,3,FALSE,3
348,400,Mauritania,N,90,NA,NA,Sorghum,,Sorghum,182,7/1,243,8/31,212.5,62,274,10/1,365,12/31,319.5,92,GIEWS,,NA,Sorghum,90,107,15.81896506,-11.46001282,1330.319494,8.630062724,29.59808041,30.12266215,23.58785228,0.1124111969,34.81701332,128.5385984,1,3,5,8,30.57240932,108.7071497,0.6410011361,13.59207469,256.7951408,0.0006401517154,74,0.6887465673,228,0.5760167868,2.526419913,1.873684438,3188.132066,2760.132066,2653.132066,2332.132066,2118.132066,10402.49029,8942.490287,8577.490287,7482.490287,6752.490287,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,51,365,51,51,365,51,30.13025774,65.28978201,365,365,365,365,3,FALSE,3
349,401,Mauritania,N,90,NA,NA,Rice,,Rice (irrigated),152,6/1,197,7/16,174.5,46,274,10/1,334,11/30,304,61,GIEWS,"WJS: I presume this is the main rice crop, since the other rice calendar explicitly states 'off-season'",NA,Rice,90,129.5,16.46306784,-14.26177848,186.9509085,8.558029569,28.426543,22.64972579,22.83336457,0.2118315403,32.10859328,97.92248521,1,3,6,8,31.63556382,26.47769233,0.6412128631,13.90576292,259.1156964,0.001033145624,105,0.5234732098,228,0.1373860381,2.291834071,1.821505093,3890.490669,3370.490669,3240.490669,2850.490669,2590.490669,10238.41186,8778.411858,8413.411858,7318.411858,6588.411858,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,11,365,11,11,365,11,30.22619891,58.96187479,365,365,365,365,3,FALSE,3
350,402,Mauritania,N,90,NA,NA,Rice,2,Rice (off-season),274,10/1,365,12/31,319.5,92,60,3/1,120,4/30,90,61,GIEWS,,NA,Rice.2,90,135.5,16.46306784,-14.26177848,186.9509085,8.558029569,28.426543,22.64972579,22.83336457,0.2118315403,32.10859328,97.92248521,1,3,6,8,27.23407078,1.325999735,0.7489333036,12.11548017,217.353672,0.001033145624,105,0.5234732098,228,0.008948701449,2.291834071,1.821505093,3417.925113,2873.925113,2737.925113,2329.925113,2057.925113,10238.41186,8778.411858,8413.411858,7318.411858,6588.411858,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,11,365,11,11,365,11,25.1318023,0.9333563956,365,365,365,365,3,TRUE,3X
351,403,Mauritania,N,90,NA,NA,Multiple,low-lying,Crops in low lying areas,274,10/1,304,10/31,289,31,32,2/1,59,2/28,45.5,28,GIEWS,Not sure what crops to apply this to,NA,Multiple.low-lying,90,121.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
352,404,Mauritania,N,90,NA,NA,Multiple,Walo,Walo crops,305,11/1,334,11/30,319.5,30,60,3/1,120,4/30,90,61,GIEWS,Flood recession cropping along the Senegal river; Not sure what crops to apply this to,NA,Multiple.Walo,90,135.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA
